name,visual_obs_date,name_epoch,vlass_obs_date,epoch,flux,rms,days_diff,type,redshift
ZTF18actxcuh,58447.509,ZTF18actxcuh_VLASS2.2,59629.0,VLASS2.2,2.688,0.484,1181.4910000000018,SN Ia,0.06659
ZTF18actxxcx,58447.509,ZTF18actxxcx_VLASS1.1v2,58165.0,VLASS1.1v,0.448,0.13,-282.5089999999982,SN Ia,0.084
ZTF18actxxcx,58447.509,ZTF18actxxcx_VLASS2.1,59150.0,VLASS2.1,0.556,0.191,702.4910000000018,SN Ia,0.084
ZTF18actxxcx,58447.509,ZTF18actxxcx_VLASS3.1,60104.0,VLASS3.1,0.367,0.13,1656.4910000000018,SN Ia,0.084
ZTF18acuefvt,58461.909,ZTF18acuefvt_VLASS1.2v2,58592.0,VLASS1.2v,0.417,0.129,130.09100000000035,SN Ia,0.07557
ZTF18acuefvt,58461.909,ZTF18acuefvt_VLASS2.2,59548.0,VLASS2.2,0.425,0.1,1086.0910000000003,SN Ia,0.07557
ZTF18acuimze,58464.689,ZTF18acuimze_VLASS1.1v2,58076.0,VLASS1.1v,0.391,0.155,-388.6889999999985,SN Ia,0.056
ZTF18acuimze,58464.689,ZTF18acuimze_VLASS2.1,59097.0,VLASS2.1,0.438,0.149,632.3110000000015,SN Ia,0.056
ZTF18acuimze,58464.689,ZTF18acuimze_VLASS3.1,59970.0,VLASS3.1,0.455,0.17,1505.3110000000015,SN Ia,0.056
ZTF18acuixmb,58466.679,ZTF18acuixmb_VLASS1.2v2,58641.0,VLASS1.2v,0.378,0.112,174.32099999999627,SN Ia,0.057
ZTF18acuixmb,58466.679,ZTF18acuixmb_VLASS2.2,59524.0,VLASS2.2,0.327,0.097,1057.3209999999965,SN Ia,0.057
ZTF18acuqskr,58462.809,ZTF18acuqskr_VLASS1.1v2,58032.0,VLASS1.1v,0.415,0.115,-430.8090000000011,SN II,0.0446
ZTF18acuqskr,58462.809,ZTF18acuqskr_VLASS2.1,59079.0,VLASS2.1,0.33,0.144,616.1909999999989,SN II,0.0446
ZTF18acuqskr,58462.809,ZTF18acuqskr_VLASS3.1,59973.0,VLASS3.1,0.327,0.125,1510.190999999999,SN II,0.0446
ZTF18acurfxn,58457.869,ZTF18acurfxn_VLASS1.1v2,58014.0,VLASS1.1v,0.26,0.125,-443.8689999999988,SN Ia,0.10805
ZTF18acurfxn,58457.869,ZTF18acurfxn_VLASS2.1,59026.0,VLASS2.1,0.275,0.108,568.1310000000012,SN Ia,0.10805
ZTF18acurfxn,58457.869,ZTF18acurfxn_VLASS3.1,59957.0,VLASS3.1,0.282,0.101,1499.1310000000012,SN Ia,0.10805
ZTF18acuring,58461.899,ZTF18acuring_VLASS1.1v2,58124.0,VLASS1.1v,0.566,0.173,-337.8989999999976,SN II,0.037
ZTF18acuring,58461.899,ZTF18acuring_VLASS2.1,59104.0,VLASS2.1,0.346,0.136,642.1010000000024,SN II,0.037
ZTF18acuring,58461.899,ZTF18acuring_VLASS3.1,59975.0,VLASS3.1,0.435,0.146,1513.1010000000024,SN II,0.037
ZTF18acurlbj,58461.889,ZTF18acurlbj_VLASS1.2v2,58585.0,VLASS1.2v,0.347,0.144,123.11099999999716,SN Ia,0.05
ZTF18acurlbj,58461.889,ZTF18acurlbj_VLASS2.2,59527.0,VLASS2.2,0.37,0.129,1065.1109999999971,SN Ia,0.05
ZTF18acurlbt,58457.859,ZTF18acurlbt_VLASS1.1v2,58021.0,VLASS1.1v,0.391,0.086,-436.859000000004,SN Ia,0.08
ZTF18acurlbt,58457.859,ZTF18acurlbt_VLASS2.1,59045.0,VLASS2.1,0.372,0.133,587.140999999996,SN Ia,0.08
ZTF18acurlbt,58457.859,ZTF18acurlbt_VLASS3.1,59967.0,VLASS3.1,0.228,0.105,1509.140999999996,SN Ia,0.08
ZTF18acurqaw,58451.879,ZTF18acurqaw_VLASS1.1v2,58027.0,VLASS1.1v,0.477,0.16,-424.8790000000008,SN II,0.009
ZTF18acurqaw,58451.879,ZTF18acurqaw_VLASS2.1,59047.0,VLASS2.1,0.304,0.132,595.1209999999992,SN II,0.009
ZTF18acurqaw,58451.879,ZTF18acurqaw_VLASS3.1,59982.0,VLASS3.1,0.367,0.137,1530.1209999999992,SN II,0.009
ZTF18acusbdy,58464.889,ZTF18acusbdy_VLASS1.2v2,58599.0,VLASS1.2v,0.415,0.157,134.11099999999715,SN Ia,0.07
ZTF18acusbdy,58464.889,ZTF18acusbdy_VLASS2.2,59529.0,VLASS2.2,0.312,0.121,1064.1109999999971,SN Ia,0.07
ZTF18acusbyf,58464.669,ZTF18acusbyf_VLASS1.2v2,58600.0,VLASS1.2v,0.268,0.119,135.3309999999983,SN Ia,0.02
ZTF18acusbyf,58464.669,ZTF18acusbyf_VLASS2.2,59513.0,VLASS2.2,0.38,0.128,1048.3309999999983,SN Ia,0.02
ZTF18acuscgc,58464.709,ZTF18acuscgc_VLASS1.2v2,58612.0,VLASS1.2v,0.388,0.114,147.29099999999744,SN Ia,0.07
ZTF18acuscgc,58464.709,ZTF18acuscgc_VLASS2.2,59540.0,VLASS2.2,0.406,0.166,1075.2909999999974,SN Ia,0.07
ZTF18acuscrr,58462.879,ZTF18acuscrr_VLASS1.2v2,58606.0,VLASS1.2v,0.401,0.119,143.1209999999992,SN Ia,0.07
ZTF18acuscrr,58462.879,ZTF18acuscrr_VLASS2.2,59546.0,VLASS2.2,0.289,0.123,1083.1209999999992,SN Ia,0.07
ZTF18acusegd,58464.709,ZTF18acusegd_VLASS1.1v2,58021.0,VLASS1.1v,0.416,0.149,-443.70900000000256,SN Ia,0.01921
ZTF18acusegd,58464.709,ZTF18acusegd_VLASS2.1,59135.0,VLASS2.1,0.323,0.145,670.2909999999974,SN Ia,0.01921
ZTF18acusegd,58464.709,ZTF18acusegd_VLASS3.1,59985.0,VLASS3.1,0.293,0.123,1520.2909999999974,SN Ia,0.01921
ZTF18acusrws,58470.899,ZTF18acusrws_VLASS1.1v2,58067.0,VLASS1.1v,0.366,0.131,-403.8989999999976,SN Ia,0.032
ZTF18acusrws,58470.899,ZTF18acusrws_VLASS2.1,59111.0,VLASS2.1,0.341,0.144,640.1010000000024,SN Ia,0.032
ZTF18acusrws,58470.899,ZTF18acusrws_VLASS3.1,60014.0,VLASS3.1,0.21,0.095,1543.1010000000024,SN Ia,0.032
ZTF18acusueb,58466.919,ZTF18acusueb_VLASS1.2v2,58584.0,VLASS1.2v,0.744,0.267,117.08099999999833,SN Ia,0.02242
ZTF18acusueb,58466.919,ZTF18acusueb_VLASS2.2,59533.0,VLASS2.2,0.367,0.135,1066.0809999999983,SN Ia,0.02242
ZTF18acutfne,58466.899,ZTF18acutfne_VLASS1.2v2,58650.0,VLASS1.2v,0.497,0.16,183.1010000000024,SN Ia,0.035
ZTF18acutfne,58466.899,ZTF18acutfne_VLASS2.2,59489.0,VLASS2.2,0.542,0.162,1022.1010000000024,SN Ia,0.035
ZTF18acvcxnc,58462.809,ZTF18acvcxnc_VLASS1.1v2,58130.0,VLASS1.1v,0.514,0.187,-332.8090000000011,SN Ia,0.05
ZTF18acvcxnc,58462.809,ZTF18acvcxnc_VLASS2.1,59076.0,VLASS2.1,0.499,0.149,613.1909999999989,SN Ia,0.05
ZTF18acvcxnc,58462.809,ZTF18acvcxnc_VLASS3.1,60013.0,VLASS3.1,0.236,0.134,1550.190999999999,SN Ia,0.05
ZTF18acvgjqv,58504.789,ZTF18acvgjqv_VLASS1.1v2,58022.0,VLASS1.1v,0.332,0.115,-482.7890000000043,SN IIn,0.091
ZTF18acvgjqv,58504.789,ZTF18acvgjqv_VLASS2.1,59131.0,VLASS2.1,0.229,0.127,626.2109999999957,SN IIn,0.091
ZTF18acvgjqv,58504.789,ZTF18acvgjqv_VLASS3.1,59981.0,VLASS3.1,0.334,0.128,1476.2109999999957,SN IIn,0.091
ZTF18acvguyi,58472.899,ZTF18acvguyi_VLASS1.2v2,58618.0,VLASS1.2v,0.287,0.132,145.1010000000024,SN Ia,0.045
ZTF18acvguyi,58472.899,ZTF18acvguyi_VLASS2.2,59547.0,VLASS2.2,0.313,0.12,1074.1010000000024,SN Ia,0.045
ZTF18acvgyst,58470.839,ZTF18acvgyst_VLASS1.1v2,58124.0,VLASS1.1v,0.393,0.154,-346.83899999999994,SN II,0.034
ZTF18acvgyst,58470.839,ZTF18acvgyst_VLASS2.1,59104.0,VLASS2.1,0.44,0.168,633.1610000000001,SN II,0.034
ZTF18acvgyst,58470.839,ZTF18acvgyst_VLASS3.1,59975.0,VLASS3.1,0.545,0.153,1504.161,SN II,0.034
ZTF18acvilwk,58466.909,ZTF18acvilwk_VLASS1.2v2,58588.0,VLASS1.2v,0.308,0.124,121.09100000000036,SN II,0.0154
ZTF18acvilwk,58466.909,ZTF18acvilwk_VLASS2.2,59490.0,VLASS2.2,0.373,0.135,1023.0910000000003,SN II,0.0154
ZTF18acvjnst,58470.909,ZTF18acvjnst_VLASS1.2v2,58556.0,VLASS1.2v,0.425,0.149,85.09100000000035,SN Ia,0.037
ZTF18acvjnst,58470.909,ZTF18acvjnst_VLASS2.2,59552.0,VLASS2.2,0.268,0.121,1081.0910000000003,SN Ia,0.037
ZTF18acvrfvv,58470.689,ZTF18acvrfvv_VLASS1.2v2,58652.0,VLASS1.2v,0.292,0.12,181.3110000000015,SN Ia,0.04
ZTF18acvrfvv,58470.689,ZTF18acvrfvv_VLASS2.2,59499.0,VLASS2.2,0.246,0.115,1028.3110000000015,SN Ia,0.04
ZTF18acvwbos,58466.909,ZTF18acvwbos_VLASS1.1v2,58098.0,VLASS1.1v,0.295,0.117,-368.9089999999997,SN Ia,0.03
ZTF18acvwbos,58466.909,ZTF18acvwbos_VLASS2.1,59093.0,VLASS2.1,0.277,0.142,626.0910000000003,SN Ia,0.03
ZTF18acvwbos,58466.909,ZTF18acvwbos_VLASS3.1,59990.0,VLASS3.1,0.265,0.1,1523.0910000000003,SN Ia,0.03
ZTF18acvwchp,58458.929,ZTF18acvwchp_VLASS1.1v2,58088.0,VLASS1.1v,0.199,0.096,-370.9290000000037,SN Ia,0.0514
ZTF18acvwchp,58458.929,ZTF18acvwchp_VLASS2.1,59093.0,VLASS2.1,0.27,0.112,634.0709999999963,SN Ia,0.0514
ZTF18acvwchp,58458.929,ZTF18acvwchp_VLASS3.1,59985.0,VLASS3.1,0.404,0.119,1526.0709999999965,SN Ia,0.0514
ZTF18acvwcig,58455.889,ZTF18acvwcig_VLASS1.1v2,58088.0,VLASS1.1v,0.337,0.1,-367.88900000000285,SN Ia,0.10208
ZTF18acvwcig,58455.889,ZTF18acvwcig_VLASS2.1,59093.0,VLASS2.1,0.32,0.12,637.1109999999971,SN Ia,0.10208
ZTF18acvwcig,58455.889,ZTF18acvwcig_VLASS3.1,59985.0,VLASS3.1,0.336,0.108,1529.1109999999971,SN Ia,0.10208
ZTF18acvwdkk,58516.859,ZTF18acvwdkk_VLASS1.2v2,58598.0,VLASS1.2v,0.336,0.127,81.14099999999598,SN II,0.023
ZTF18acvwdkk,58516.859,ZTF18acvwdkk_VLASS2.2,59548.0,VLASS2.2,0.274,0.115,1031.140999999996,SN II,0.023
ZTF18acvweal,58455.919,ZTF18acvweal_VLASS1.2v2,58618.0,VLASS1.2v,0.302,0.13,162.0809999999983,SN Ia,0.08
ZTF18acvweal,58455.919,ZTF18acvweal_VLASS2.2,59572.0,VLASS2.2,0.297,0.126,1116.0809999999983,SN Ia,0.08
ZTF18acvwhaz,58465.899,ZTF18acvwhaz_VLASS1.1v2,58032.0,VLASS1.1v,0.168,0.082,-433.8989999999976,SN Ia,0.107
ZTF18acvwhaz,58465.899,ZTF18acvwhaz_VLASS2.1,59079.0,VLASS2.1,0.542,0.15,613.1010000000024,SN Ia,0.107
ZTF18acvwhaz,58465.899,ZTF18acvwhaz_VLASS3.1,59973.0,VLASS3.1,0.327,0.137,1507.1010000000024,SN Ia,0.107
ZTF18acvwmpw,58472.879,ZTF18acvwmpw_VLASS1.2v2,58587.0,VLASS1.2v,0.319,0.102,114.1209999999992,SN Ia,0.08
ZTF18acvwmpw,58472.879,ZTF18acvwmpw_VLASS2.2,59551.0,VLASS2.2,0.219,0.103,1078.1209999999992,SN Ia,0.08
ZTF18acwutbr,58477.619,ZTF18acwutbr_VLASS1.1v2,58038.0,VLASS1.1v,0.315,0.118,-439.6189999999988,SN Ia,0.011
ZTF18acwutbr,58477.619,ZTF18acwutbr_VLASS2.1,59063.0,VLASS2.1,0.373,0.166,585.3810000000012,SN Ia,0.011
ZTF18acwutbr,58477.619,ZTF18acwutbr_VLASS3.1,59961.0,VLASS3.1,0.414,0.133,1483.3810000000012,SN Ia,0.011
ZTF18acwvdoo,58473.549,ZTF18acwvdoo_VLASS1.2v2,58664.0,VLASS1.2v,0.426,0.165,190.45100000000093,SN Ia-91T,0.0511
ZTF18acwvdoo,58473.549,ZTF18acwvdoo_VLASS2.2,59617.0,VLASS2.2,0.311,0.134,1143.451000000001,SN Ia-91T,0.0511
ZTF18acwwonp,58476.889,ZTF18acwwonp_VLASS1.1v2,58084.0,VLASS1.1v,0.236,0.116,-392.88900000000285,SN Ia,0.03128
ZTF18acwwonp,58476.889,ZTF18acwwonp_VLASS2.1,59080.0,VLASS2.1,0.305,0.129,603.1109999999971,SN Ia,0.03128
ZTF18acwwonp,58476.889,ZTF18acwwonp_VLASS3.1,59983.0,VLASS3.1,0.364,0.109,1506.1109999999971,SN Ia,0.03128
ZTF18acwwowy,58470.889,ZTF18acwwowy_VLASS1.1v2,58014.0,VLASS1.1v,0.204,0.127,-456.88900000000285,SN Ia,0.05516
ZTF18acwwowy,58470.889,ZTF18acwwowy_VLASS2.1,59026.0,VLASS2.1,0.328,0.132,555.1109999999971,SN Ia,0.05516
ZTF18acwwowy,58470.889,ZTF18acwwowy_VLASS3.1,59957.0,VLASS3.1,0.26,0.094,1486.1109999999971,SN Ia,0.05516
ZTF18acwyowc,58472.919,ZTF18acwyowc_VLASS1.1v2,58097.0,VLASS1.1v,0.267,0.124,-375.9190000000017,SN Ia,0.076
ZTF18acwyowc,58472.919,ZTF18acwyowc_VLASS2.1,59107.0,VLASS2.1,0.291,0.131,634.0809999999983,SN Ia,0.076
ZTF18acwyowc,58472.919,ZTF18acwyowc_VLASS3.1,60026.0,VLASS3.1,0.247,0.104,1553.0809999999983,SN Ia,0.076
ZTF18acwyqeg,58466.929,ZTF18acwyqeg_VLASS1.2v2,58584.0,VLASS1.2v,0.301,0.108,117.07099999999627,SN Ia,0.0599
ZTF18acwyqeg,58466.929,ZTF18acwyqeg_VLASS2.2,59533.0,VLASS2.2,0.254,0.126,1066.0709999999965,SN Ia,0.0599
ZTF18acwyvet,58458.929,ZTF18acwyvet_VLASS1.1v2,58040.0,VLASS1.1v,0.216,0.085,-418.9290000000037,SN IIL,0.0281
ZTF18acwyvet,58458.929,ZTF18acwyvet_VLASS2.1,59108.0,VLASS2.1,0.322,0.153,649.0709999999963,SN IIL,0.0281
ZTF18acwyvet,58458.929,ZTF18acwyvet_VLASS3.1,60001.0,VLASS3.1,0.415,0.13,1542.0709999999965,SN IIL,0.0281
ZTF18acwzxhr,58457.919,ZTF18acwzxhr_VLASS1.1v2,58118.0,VLASS1.1v,4.541,0.413,-339.9190000000017,SN II,0.026
ZTF18acwzxhr,58457.919,ZTF18acwzxhr_VLASS2.1,59072.0,VLASS2.1,4.946,0.589,614.0809999999983,SN II,0.026
ZTF18acwzxhr,58457.919,ZTF18acwzxhr_VLASS3.1,60008.0,VLASS3.1,4.728,0.42,1550.0809999999983,SN II,0.026
ZTF18acwzyor,58470.859,ZTF18acwzyor_VLASS1.1v2,58026.0,VLASS1.1v,0.326,0.129,-444.859000000004,SN IIn,0.02736
ZTF18acwzyor,58470.859,ZTF18acwzyor_VLASS2.1,59099.0,VLASS2.1,0.426,0.138,628.140999999996,SN IIn,0.02736
ZTF18acwzyor,58470.859,ZTF18acwzyor_VLASS3.1,59967.0,VLASS3.1,0.377,0.121,1496.140999999996,SN IIn,0.02736
ZTF18acxbksd,58457.919,ZTF18acxbksd_VLASS1.1v2,58130.0,VLASS1.1v,0.402,0.156,-327.9190000000017,SN Ia,0.02243
ZTF18acxbksd,58457.919,ZTF18acxbksd_VLASS2.1,59083.0,VLASS2.1,0.484,0.193,625.0809999999983,SN Ia,0.02243
ZTF18acxbksd,58457.919,ZTF18acxbksd_VLASS3.1,59977.0,VLASS3.1,0.354,0.151,1519.0809999999983,SN Ia,0.02243
ZTF18acxgoki,58465.509,ZTF18acxgoki_VLASS1.2v2,58594.0,VLASS1.2v,0.466,0.125,128.4910000000018,SN Ic-BL,0.04
ZTF18acxgoki,58465.509,ZTF18acxgoki_VLASS2.2,59570.0,VLASS2.2,0.357,0.127,1104.4910000000018,SN Ic-BL,0.04
ZTF18acxgqxq,58480.519,ZTF18acxgqxq_VLASS1.2v2,58605.0,VLASS1.2v,0.36,0.153,124.48099999999975,SLSN-I,0.27
ZTF18acxgqxq,58480.519,ZTF18acxgqxq_VLASS2.2,59536.0,VLASS2.2,0.266,0.101,1055.4809999999998,SLSN-I,0.27
ZTF18acxhvkv,58466.689,ZTF18acxhvkv_VLASS1.1v2,58167.0,VLASS1.1v,0.381,0.158,-299.6889999999985,SN Ia,0.032
ZTF18acxhvkv,58466.689,ZTF18acxhvkv_VLASS2.1,59154.0,VLASS2.1,0.455,0.176,687.3110000000015,SN Ia,0.032
ZTF18acxhvkv,58466.689,ZTF18acxhvkv_VLASS3.1,60104.0,VLASS3.1,0.356,0.144,1637.3110000000015,SN Ia,0.032
ZTF18acxijqw,58471.679,ZTF18acxijqw_VLASS1.2v2,58565.0,VLASS1.2v,1.496,0.164,93.32099999999627,SN Ia,0.08
ZTF18acxijqw,58471.679,ZTF18acxijqw_VLASS2.2,59556.0,VLASS2.2,1.529,0.152,1084.3209999999965,SN Ia,0.08
ZTF18acxwtyx,58462.839,ZTF18acxwtyx_VLASS1.2v2,58590.0,VLASS1.2v,0.422,0.154,127.16100000000006,SN Ia,0.09
ZTF18acxwtyx,58462.839,ZTF18acxwtyx_VLASS2.2,59610.0,VLASS2.2,0.257,0.115,1147.161,SN Ia,0.09
ZTF18acxyarg,58476.849,ZTF18acxyarg_VLASS1.2v2,58627.0,VLASS1.2v,0.22,0.126,150.15099999999802,SN Ia,0.04205
ZTF18acxyarg,58476.849,ZTF18acxyarg_VLASS2.2,59496.0,VLASS2.2,0.381,0.106,1019.150999999998,SN Ia,0.04205
ZTF18acyarki,58462.869,ZTF18acyarki_VLASS1.1v2,58088.0,VLASS1.1v,0.326,0.111,-374.8689999999988,SN Ia,0.02586
ZTF18acyarki,58462.869,ZTF18acyarki_VLASS2.1,59093.0,VLASS2.1,0.309,0.125,630.1310000000012,SN Ia,0.02586
ZTF18acyarki,58462.869,ZTF18acyarki_VLASS3.1,59985.0,VLASS3.1,0.221,0.103,1522.1310000000012,SN Ia,0.02586
ZTF18acyawjf,58471.899,ZTF18acyawjf_VLASS1.2v2,58575.0,VLASS1.2v,0.574,0.139,103.1010000000024,SN Ia,0.07
ZTF18acyawjf,58471.899,ZTF18acyawjf_VLASS2.2,59534.0,VLASS2.2,0.282,0.148,1062.1010000000024,SN Ia,0.07
ZTF18acybdar,58476.919,ZTF18acybdar_VLASS1.2v2,58610.0,VLASS1.2v,0.349,0.126,133.0809999999983,SN Ia,0.0713
ZTF18acybdar,58476.919,ZTF18acybdar_VLASS2.2,59516.0,VLASS2.2,0.239,0.098,1039.0809999999983,SN Ia,0.0713
ZTF18acyctqi,58462.919,ZTF18acyctqi_VLASS1.1v2,58027.0,VLASS1.1v,0.287,0.107,-435.9190000000017,SN Ia,0.076
ZTF18acyctqi,58462.919,ZTF18acyctqi_VLASS2.1,59109.0,VLASS2.1,0.408,0.155,646.0809999999983,SN Ia,0.076
ZTF18acyctqi,58462.919,ZTF18acyctqi_VLASS3.1,59966.0,VLASS3.1,0.262,0.153,1503.0809999999983,SN Ia,0.076
ZTF18acydlux,58459.909,ZTF18acydlux_VLASS1.1v2,58074.0,VLASS1.1v,0.303,0.111,-385.9089999999997,SN Ia-91T,0.09
ZTF18acydlux,58459.909,ZTF18acydlux_VLASS2.1,59045.0,VLASS2.1,0.476,0.168,585.0910000000003,SN Ia-91T,0.09
ZTF18acydlux,58459.909,ZTF18acydlux_VLASS3.1,59967.0,VLASS3.1,0.277,0.105,1507.0910000000003,SN Ia-91T,0.09
ZTF18acynmcp,58462.559,ZTF18acynmcp_VLASS1.1v2,58102.0,VLASS1.1v,0.388,0.172,-360.5590000000011,SN Ia,0.0686
ZTF18acynmcp,58462.559,ZTF18acynmcp_VLASS2.1,59047.0,VLASS2.1,0.42,0.179,584.4409999999989,SN Ia,0.0686
ZTF18acynmcp,58462.559,ZTF18acynmcp_VLASS3.1,59979.0,VLASS3.1,0.493,0.17,1516.440999999999,SN Ia,0.0686
ZTF18acynoro,58472.569,ZTF18acynoro_VLASS1.1v2,58025.0,VLASS1.1v,0.317,0.136,-447.56900000000314,SN Ia,0.064
ZTF18acynoro,58472.569,ZTF18acynoro_VLASS2.1,59068.0,VLASS2.1,0.523,0.153,595.4309999999969,SN Ia,0.064
ZTF18acynoro,58472.569,ZTF18acynoro_VLASS3.1,60008.0,VLASS3.1,0.395,0.101,1535.4309999999969,SN Ia,0.064
ZTF18acyxnyw,58498.929,ZTF18acyxnyw_VLASS1.1v2,58077.0,VLASS1.1v,0.225,0.1,-421.9290000000037,SLSN-I,0.108
ZTF18acyxnyw,58498.929,ZTF18acyxnyw_VLASS2.1,59082.0,VLASS2.1,0.357,0.125,583.0709999999963,SLSN-I,0.108
ZTF18acyxnyw,58498.929,ZTF18acyxnyw_VLASS3.1,59982.0,VLASS3.1,0.308,0.117,1483.0709999999965,SLSN-I,0.108
ZTF18acyybvg,58481.909,ZTF18acyybvg_VLASS1.2v2,58592.0,VLASS1.2v,0.321,0.118,110.09100000000036,SN IIP,0.032
ZTF18acyybvg,58481.909,ZTF18acyybvg_VLASS2.2,59549.0,VLASS2.2,0.329,0.09,1067.0910000000003,SN IIP,0.032
ZTF18acyyhgi,58471.929,ZTF18acyyhgi_VLASS1.1v2,58021.0,VLASS1.1v,0.478,0.163,-450.9290000000037,SN Ia,0.037
ZTF18acyyhgi,58471.929,ZTF18acyyhgi_VLASS2.1,59045.0,VLASS2.1,0.558,0.148,573.0709999999963,SN Ia,0.037
ZTF18acyyhgi,58471.929,ZTF18acyyhgi_VLASS3.1,59960.0,VLASS3.1,0.511,0.178,1488.0709999999965,SN Ia,0.037
ZTF18aczbgpm,58477.509,ZTF18aczbgpm_VLASS1.2v2,58647.0,VLASS1.2v,0.297,0.118,169.4910000000018,SN Ia,0.06
ZTF18aczbgpm,58477.509,ZTF18aczbgpm_VLASS2.2,59489.0,VLASS2.2,0.226,0.108,1011.4910000000018,SN Ia,0.06
ZTF18aczcumi,58470.819,ZTF18aczcumi_VLASS1.1v2,58115.0,VLASS1.1v,0.223,0.089,-355.81900000000314,SN Ib,0.031
ZTF18aczcumi,58470.819,ZTF18aczcumi_VLASS2.1,59133.0,VLASS2.1,0.559,0.181,662.1809999999969,SN Ib,0.031
ZTF18aczcumi,58470.819,ZTF18aczcumi_VLASS3.1,59960.0,VLASS3.1,0.774,0.3,1489.1809999999969,SN Ib,0.031
ZTF18aczdetm,58477.869,ZTF18aczdetm_VLASS1.1v2,58011.0,VLASS1.1v,0.37,0.16,-466.8689999999988,SN Ia,0.029
ZTF18aczdetm,58477.869,ZTF18aczdetm_VLASS2.1,59097.0,VLASS2.1,0.446,0.182,619.1310000000012,SN Ia,0.029
ZTF18aczdetm,58477.869,ZTF18aczdetm_VLASS3.1,60025.0,VLASS3.1,0.27,0.098,1547.1310000000012,SN Ia,0.029
ZTF18aczdtgn,58477.799,ZTF18aczdtgn_VLASS1.2v2,58619.0,VLASS1.2v,0.3,0.13,141.20100000000093,SN Ia-91T,0.0685
ZTF18aczdtgn,58477.799,ZTF18aczdtgn_VLASS2.2,59489.0,VLASS2.2,0.406,0.117,1011.2010000000008,SN Ia-91T,0.0685
ZTF18aczeesl,58470.909,ZTF18aczeesl_VLASS1.1v2,58088.0,VLASS1.1v,0.363,0.117,-382.9089999999997,SN Ia,0.018
ZTF18aczeesl,58470.909,ZTF18aczeesl_VLASS2.1,59062.0,VLASS2.1,0.344,0.163,591.0910000000003,SN Ia,0.018
ZTF18aczeesl,58470.909,ZTF18aczeesl_VLASS3.1,59979.0,VLASS3.1,0.249,0.105,1508.0910000000003,SN Ia,0.018
ZTF18aczemzj,58471.919,ZTF18aczemzj_VLASS1.2v2,58611.0,VLASS1.2v,0.427,0.135,139.0809999999983,SN Ia,0.05
ZTF18aczemzj,58471.919,ZTF18aczemzj_VLASS2.2,59491.0,VLASS2.2,0.44,0.134,1019.0809999999984,SN Ia,0.05
ZTF18aczenvx,58472.879,ZTF18aczenvx_VLASS1.2v2,58641.0,VLASS1.2v,0.407,0.142,168.1209999999992,SN Ia,0.1181
ZTF18aczenvx,58472.879,ZTF18aczenvx_VLASS2.2,59497.0,VLASS2.2,0.368,0.114,1024.1209999999992,SN Ia,0.1181
ZTF18aczotxi,58477.509,ZTF18aczotxi_VLASS1.1v2,58100.0,VLASS1.1v,0.447,0.15,-377.5089999999982,SN Ia,0.07
ZTF18aczotxi,58477.509,ZTF18aczotxi_VLASS2.1,59138.0,VLASS2.1,0.587,0.205,660.4910000000018,SN Ia,0.07
ZTF18aczotxi,58477.509,ZTF18aczotxi_VLASS3.1,60028.0,VLASS3.1,0.349,0.152,1550.4910000000018,SN Ia,0.07
ZTF18aczpgmi,58472.559,ZTF18aczpgmi_VLASS1.1v2,58100.0,VLASS1.1v,0.311,0.13,-372.5590000000011,SN Ia,0.0671
ZTF18aczpgmi,58472.559,ZTF18aczpgmi_VLASS2.1,59138.0,VLASS2.1,0.341,0.164,665.4409999999989,SN Ia,0.0671
ZTF18aczpgmi,58472.559,ZTF18aczpgmi_VLASS3.1,60028.0,VLASS3.1,0.42,0.155,1555.440999999999,SN Ia,0.0671
ZTF18aczqtpt,58473.519,ZTF18aczqtpt_VLASS1.2v2,58557.0,VLASS1.2v,0.345,0.118,83.48099999999977,SN Ia,0.069
ZTF18aczqtpt,58473.519,ZTF18aczqtpt_VLASS2.2,59556.0,VLASS2.2,0.272,0.106,1082.4809999999998,SN Ia,0.069
ZTF18aczqzrj,58476.849,ZTF18aczqzrj_VLASS1.2v2,58547.0,VLASS1.2v,0.262,0.125,70.15099999999802,SN Ic,0.0429
ZTF18aczqzrj,58476.849,ZTF18aczqzrj_VLASS2.2,59531.0,VLASS2.2,0.27,0.099,1054.150999999998,SN Ic,0.0429
ZTF18aczuooo,58498.879,ZTF18aczuooo_VLASS1.1v2,58082.0,VLASS1.1v,0.299,0.12,-416.8790000000008,SN IIn,0.094
ZTF18aczuooo,58498.879,ZTF18aczuooo_VLASS2.1,59099.0,VLASS2.1,0.321,0.132,600.1209999999992,SN IIn,0.094
ZTF18aczuooo,58498.879,ZTF18aczuooo_VLASS3.1,59974.0,VLASS3.1,0.336,0.114,1475.1209999999992,SN IIn,0.094
ZTF18aczzrkn,58478.479,ZTF18aczzrkn_VLASS1.2v2,58625.0,VLASS1.2v,0.273,0.134,146.52100000000064,SN Ia,0.042
ZTF18aczzrkn,58478.479,ZTF18aczzrkn_VLASS2.2,59489.0,VLASS2.2,0.203,0.093,1010.5210000000006,SN Ia,0.042
ZTF18adaadmh,58477.549,ZTF18adaadmh_VLASS1.1v2,58042.0,VLASS1.1v,0.313,0.128,-435.548999999999,SN Ia,0.047
ZTF18adaadmh,58477.549,ZTF18adaadmh_VLASS2.1,59092.0,VLASS2.1,0.418,0.16,614.4510000000009,SN Ia,0.047
