name,visual_obs_date,name_epoch,vlass_obs_date,epoch,flux,rms,days_diff,type,redshift
ZTF18aaizerg,58846.949,ZTF18aaizerg_VLASS1.1v2,58088.0,VLASS1.1v,0.29,0.113,-758.9490000000005,SN Ia,0.0685
ZTF18aaizerg,58846.949,ZTF18aaizerg_VLASS2.1,59062.0,VLASS2.1,0.408,0.146,215.05099999999948,SN Ia,0.0685
ZTF18aaizerg,58846.949,ZTF18aaizerg_VLASS3.1,59979.0,VLASS3.1,0.287,0.105,1132.0509999999997,SN Ia,0.0685
ZTF18aajivpr,58946.669,ZTF18aajivpr_VLASS1.1v2,58019.0,VLASS1.1v,0.254,0.107,-927.6690000000016,SN Ia,0.0515
ZTF18aajivpr,58946.669,ZTF18aajivpr_VLASS2.1,59063.0,VLASS2.1,0.533,0.207,116.33099999999833,SN Ia,0.0515
ZTF18aajivpr,58946.669,ZTF18aajivpr_VLASS3.1,59984.0,VLASS3.1,0.311,0.101,1037.3309999999983,SN Ia,0.0515
ZTF18aajjhkq,59221.809,ZTF18aajjhkq_VLASS1.2v2,58612.0,VLASS1.2v,0.374,0.11,-609.8090000000011,SN Ia,0.07
ZTF18aajjhkq,59221.809,ZTF18aajjhkq_VLASS2.2,59540.0,VLASS2.2,0.493,0.121,318.1909999999989,SN Ia,0.07
ZTF18aajkcdn,59899.869,ZTF18aajkcdn_VLASS1.2v2,58587.0,VLASS1.2v,0.276,0.129,-1312.8689999999988,SN Ia,0.06818
ZTF18aajkcdn,59899.869,ZTF18aajkcdn_VLASS2.2,59551.0,VLASS2.2,0.262,0.114,-348.8689999999988,SN Ia,0.06818
ZTF18aajkrxi,59673.679,ZTF18aajkrxi_VLASS1.1v2,58081.0,VLASS1.1v,0.294,0.149,-1592.6790000000035,SN Ia,0.08027
ZTF18aajkrxi,59673.679,ZTF18aajkrxi_VLASS2.1,59114.0,VLASS2.1,0.278,0.119,-559.6790000000037,SN Ia,0.08027
ZTF18aajkrxi,59673.679,ZTF18aajkrxi_VLASS3.1,59966.0,VLASS3.1,0.366,0.148,292.3209999999963,SN Ia,0.08027
ZTF18aajpjdi,58235.589,ZTF18aajpjdi_VLASS1.1v2,58082.0,VLASS1.1v,0.278,0.102,-153.58899999999994,SN Ia,0.0746
ZTF18aajpjdi,58235.589,ZTF18aajpjdi_VLASS2.1,59099.0,VLASS2.1,0.367,0.123,863.4110000000001,SN Ia,0.0746
ZTF18aajpjdi,58235.589,ZTF18aajpjdi_VLASS3.1,59974.0,VLASS3.1,0.265,0.126,1738.411,SN Ia,0.0746
ZTF18aajqcue,58262.559,ZTF18aajqcue_VLASS1.1v2,58084.0,VLASS1.1v,0.327,0.11,-178.5590000000011,SLSN-I,0.0735
ZTF18aajqcue,58262.559,ZTF18aajqcue_VLASS2.1,59065.0,VLASS2.1,0.534,0.185,802.4409999999989,SLSN-I,0.0735
ZTF18aajqcue,58262.559,ZTF18aajqcue_VLASS3.1,59986.0,VLASS3.1,0.43,0.145,1723.440999999999,SLSN-I,0.0735
ZTF18aajtlbf,58219.829,ZTF18aajtlbf_VLASS1.1v2,58010.0,VLASS1.1v,0.366,0.131,-209.8289999999979,SN Ia,0.028
ZTF18aajtlbf,58219.829,ZTF18aajtlbf_VLASS2.1,59065.0,VLASS2.1,0.297,0.146,845.1710000000021,SN Ia,0.028
ZTF18aajtlbf,58219.829,ZTF18aajtlbf_VLASS3.1,59986.0,VLASS3.1,0.227,0.096,1766.171000000002,SN Ia,0.028
ZTF18aajvqye,60130.669,ZTF18aajvqye_VLASS1.1v2,58067.0,VLASS1.1v,0.205,0.094,-2063.6690000000017,SN Ia,0.06477
ZTF18aajvqye,60130.669,ZTF18aajvqye_VLASS2.1,59104.0,VLASS2.1,0.268,0.117,-1026.6690000000017,SN Ia,0.06477
ZTF18aajvqye,60130.669,ZTF18aajvqye_VLASS3.1,60012.0,VLASS3.1,0.293,0.118,-118.66900000000167,SN Ia,0.06477
ZTF18aakaljn,58217.539,ZTF18aakaljn_VLASS1.2v2,58589.0,VLASS1.2v,0.465,0.148,371.4609999999957,SN Ia-pec,0.07
ZTF18aakaljn,58217.539,ZTF18aakaljn_VLASS2.2,59527.0,VLASS2.2,0.287,0.132,1309.4609999999957,SN Ia-pec,0.07
ZTF18aakctzv,58238.629,ZTF18aakctzv_VLASS1.1v2,58021.0,VLASS1.1v,0.39,0.152,-217.6290000000008,SN IIP,0.0232
ZTF18aakctzv,58238.629,ZTF18aakctzv_VLASS2.1,59045.0,VLASS2.1,0.335,0.151,806.3709999999992,SN IIP,0.0232
ZTF18aakctzv,58238.629,ZTF18aakctzv_VLASS3.1,59967.0,VLASS3.1,0.41,0.122,1728.3709999999992,SN IIP,0.0232
ZTF18aakecej,58222.559,ZTF18aakecej_VLASS1.1v2,58076.0,VLASS1.1v,0.268,0.127,-146.5590000000011,SN Ia,0.06645
ZTF18aakecej,58222.559,ZTF18aakecej_VLASS2.1,59063.0,VLASS2.1,0.326,0.156,840.4409999999989,SN Ia,0.06645
ZTF18aakecej,58222.559,ZTF18aakecej_VLASS3.1,59984.0,VLASS3.1,0.276,0.133,1761.440999999999,SN Ia,0.06645
ZTF18aakfabl,58413.869,ZTF18aakfabl_VLASS1.1v2,58032.0,VLASS1.1v,1.393,0.286,-381.8689999999988,SN II,0.035
ZTF18aakfabl,58413.869,ZTF18aakfabl_VLASS2.1,59128.0,VLASS2.1,1.442,0.351,714.1310000000012,SN II,0.035
ZTF18aakfabl,58413.869,ZTF18aakfabl_VLASS3.1,59991.0,VLASS3.1,1.366,0.309,1577.1310000000012,SN II,0.035
ZTF18aakiwbs,58943.819,ZTF18aakiwbs_VLASS1.1v2,58010.0,VLASS1.1v,0.281,0.126,-933.8190000000031,SN Ia,0.066
ZTF18aakiwbs,58943.819,ZTF18aakiwbs_VLASS2.1,59065.0,VLASS2.1,0.299,0.116,121.18099999999686,SN Ia,0.066
ZTF18aakiwbs,58943.819,ZTF18aakiwbs_VLASS3.1,59986.0,VLASS3.1,0.311,0.116,1042.1809999999969,SN Ia,0.066
ZTF18aakkrjm,58961.589,ZTF18aakkrjm_VLASS1.1v2,58081.0,VLASS1.1v,0.253,0.088,-880.5889999999999,SN Ib,0.02091
ZTF18aakkrjm,58961.589,ZTF18aakkrjm_VLASS2.1,59098.0,VLASS2.1,0.417,0.177,136.41100000000006,SN Ib,0.02091
ZTF18aakkrjm,58961.589,ZTF18aakkrjm_VLASS3.1,59987.0,VLASS3.1,0.272,0.107,1025.411,SN Ib,0.02091
ZTF18aaklpdo,58424.869,ZTF18aaklpdo_VLASS1.2v2,58585.0,VLASS1.2v,0.34,0.112,160.13100000000122,SN Ia,0.046
ZTF18aaklpdo,58424.869,ZTF18aaklpdo_VLASS2.2,59527.0,VLASS2.2,0.329,0.125,1102.1310000000012,SN Ia,0.046
ZTF18aakrnvd,58302.569,ZTF18aakrnvd_VLASS1.1v2,58074.0,VLASS1.1v,0.308,0.135,-228.56900000000311,SN IIn,0.0453
ZTF18aakrnvd,58302.569,ZTF18aakrnvd_VLASS2.1,59045.0,VLASS2.1,0.329,0.148,742.4309999999969,SN IIn,0.0453
ZTF18aakrnvd,58302.569,ZTF18aakrnvd_VLASS3.1,59967.0,VLASS3.1,0.314,0.133,1664.4309999999969,SN IIn,0.0453
ZTF18aakzliv,58225.859,ZTF18aakzliv_VLASS1.1v2,58027.0,VLASS1.1v,0.34,0.119,-198.859000000004,SN Ia,0.09
ZTF18aakzliv,58225.859,ZTF18aakzliv_VLASS2.1,59103.0,VLASS2.1,0.281,0.129,877.140999999996,SN Ia,0.09
ZTF18aakzliv,58225.859,ZTF18aakzliv_VLASS3.1,59962.0,VLASS3.1,0.24,0.119,1736.140999999996,SN Ia,0.09
ZTF18aalcxig,58237.789,ZTF18aalcxig_VLASS1.2v2,58609.0,VLASS1.2v,1.005,0.424,371.2109999999957,SN Ia,0.074
ZTF18aalcxig,58237.789,ZTF18aalcxig_VLASS2.2,59495.0,VLASS2.2,0.348,0.127,1257.2109999999957,SN Ia,0.074
ZTF18aamfrvy,58245.649,ZTF18aamfrvy_VLASS1.2v2,58573.0,VLASS1.2v,0.345,0.132,327.3510000000024,SN IIP,0.01564
ZTF18aamfrvy,58245.649,ZTF18aamfrvy_VLASS2.2,59502.0,VLASS2.2,0.346,0.137,1256.3510000000024,SN IIP,0.01564
ZTF18aamftst,58302.569,ZTF18aamftst_VLASS1.2v2,58573.0,VLASS1.2v,0.36,0.119,270.43099999999686,SN IIn,0.0378
ZTF18aamftst,58302.569,ZTF18aamftst_VLASS2.2,59502.0,VLASS2.2,0.293,0.111,1199.4309999999969,SN IIn,0.0378
ZTF18aamigmk,58235.829,ZTF18aamigmk_VLASS1.1v2,58009.0,VLASS1.1v,0.362,0.089,-226.8289999999979,SN Ia,0.017
ZTF18aamigmk,58235.829,ZTF18aamigmk_VLASS2.1,59072.0,VLASS2.1,0.264,0.127,836.1710000000021,SN Ia,0.017
ZTF18aamigmk,58235.829,ZTF18aamigmk_VLASS3.1,59999.0,VLASS3.1,0.276,0.113,1763.171000000002,SN Ia,0.017
ZTF18aamsgjq,58413.929,ZTF18aamsgjq_VLASS1.1v2,58014.0,VLASS1.1v,0.312,0.114,-399.9290000000037,SN Ia,0.06002
ZTF18aamsgjq,58413.929,ZTF18aamsgjq_VLASS2.1,59026.0,VLASS2.1,0.282,0.128,612.0709999999963,SN Ia,0.06002
ZTF18aamsgjq,58413.929,ZTF18aamsgjq_VLASS3.1,59957.0,VLASS3.1,0.25,0.104,1543.0709999999965,SN Ia,0.06002
ZTF18aamtiwb,59629.699,ZTF18aamtiwb_VLASS1.1v2,58077.0,VLASS1.1v,0.219,0.108,-1552.6990000000003,SN Ia-91T,0.066
ZTF18aamtiwb,59629.699,ZTF18aamtiwb_VLASS2.1,59082.0,VLASS2.1,0.34,0.133,-547.6990000000005,SN Ia-91T,0.066
ZTF18aamtiwb,59629.699,ZTF18aamtiwb_VLASS3.1,59982.0,VLASS3.1,0.336,0.107,352.3009999999995,SN Ia-91T,0.066
ZTF18aamvfeb,59723.679,ZTF18aamvfeb_VLASS1.1v2,58089.0,VLASS1.1v,0.267,0.099,-1634.6790000000035,SN Ia,0.03149
ZTF18aamvfeb,59723.679,ZTF18aamvfeb_VLASS2.1,59110.0,VLASS2.1,0.379,0.121,-613.6790000000037,SN Ia,0.03149
ZTF18aamvfeb,59723.679,ZTF18aamvfeb_VLASS3.1,59968.0,VLASS3.1,0.559,0.155,244.32099999999627,SN Ia,0.03149
ZTF18aamxads,59342.579,ZTF18aamxads_VLASS1.1v2,58084.0,VLASS1.1v,0.25,0.093,-1258.578999999998,SN Ia,0.077
ZTF18aamxads,59342.579,ZTF18aamxads_VLASS2.1,59080.0,VLASS2.1,0.219,0.108,-262.5789999999979,SN Ia,0.077
ZTF18aamxads,59342.579,ZTF18aamxads_VLASS3.1,59983.0,VLASS3.1,0.308,0.135,640.4210000000021,SN Ia,0.077
ZTF18aamzgzi,59961.829,ZTF18aamzgzi_VLASS1.2v2,58587.0,VLASS1.2v,1.314,0.154,-1374.828999999998,SN Ia,0.0179
ZTF18aamzgzi,59961.829,ZTF18aamzgzi_VLASS2.2,59532.0,VLASS2.2,1.241,0.123,-429.8289999999979,SN Ia,0.0179
ZTF18aangpkx,58975.799,ZTF18aangpkx_VLASS1.1v2,58097.0,VLASS1.1v,0.268,0.105,-878.7989999999991,SN Ia,0.0699
ZTF18aangpkx,58975.799,ZTF18aangpkx_VLASS2.1,59101.0,VLASS2.1,0.288,0.121,125.20100000000092,SN Ia,0.0699
ZTF18aangpkx,58975.799,ZTF18aangpkx_VLASS3.1,59968.0,VLASS3.1,0.391,0.169,992.2010000000008,SN Ia,0.0699
ZTF18aanhpii,59766.709,ZTF18aanhpii_VLASS1.1v2,58009.0,VLASS1.1v,0.318,0.115,-1757.7090000000026,SN Ia,0.07
ZTF18aanhpii,59766.709,ZTF18aanhpii_VLASS2.1,59063.0,VLASS2.1,0.428,0.158,-703.7090000000026,SN Ia,0.07
ZTF18aanhpii,59766.709,ZTF18aanhpii_VLASS3.1,59984.0,VLASS3.1,0.24,0.12,217.29099999999744,SN Ia,0.07
ZTF18aanjzkp,59627.909,ZTF18aanjzkp_VLASS1.2v2,58609.0,VLASS1.2v,0.509,0.152,-1018.9089999999997,SN Ib,0.03
ZTF18aanjzkp,59627.909,ZTF18aanjzkp_VLASS2.2,59495.0,VLASS2.2,0.514,0.125,-132.90899999999965,SN Ib,0.03
ZTF18aankxqv,60046.799,ZTF18aankxqv_VLASS1.1v2,58084.0,VLASS1.1v,0.305,0.107,-1962.798999999999,SN Ia,0.099
ZTF18aankxqv,60046.799,ZTF18aankxqv_VLASS2.1,59101.0,VLASS2.1,0.479,0.144,-945.7989999999992,SN Ia,0.099
ZTF18aankxqv,60046.799,ZTF18aankxqv_VLASS3.1,59975.0,VLASS3.1,0.169,0.094,-71.79899999999907,SN Ia,0.099
ZTF18aanlyba,59590.909,ZTF18aanlyba_VLASS1.1v2,58040.0,VLASS1.1v,0.73,0.134,-1550.9089999999997,SN Ia,0.031
ZTF18aanlyba,59590.909,ZTF18aanlyba_VLASS2.1,59108.0,VLASS2.1,0.441,0.132,-482.9089999999997,SN Ia,0.031
ZTF18aanlyba,59590.909,ZTF18aanlyba_VLASS3.1,60001.0,VLASS3.1,0.536,0.162,410.0910000000003,SN Ia,0.031
ZTF18aannern,59250.879,ZTF18aannern_VLASS1.2v2,58570.0,VLASS1.2v,0.353,0.115,-680.8790000000008,SN Ia,0.03329
ZTF18aannern,59250.879,ZTF18aannern_VLASS2.2,59495.0,VLASS2.2,0.439,0.15,244.1209999999992,SN Ia,0.03329
ZTF18aansqom,59299.869,ZTF18aansqom_VLASS2.1,59108.0,VLASS2.1,0.726,0.194,-191.8689999999988,SN Ia,0.03
ZTF18aansqom,59299.869,ZTF18aansqom_VLASS3.1,60001.0,VLASS3.1,0.977,0.242,701.1310000000012,SN Ia,0.03
ZTF18aansqov,59362.699,ZTF18aansqov_VLASS1.2v2,58607.0,VLASS1.2v,0.537,0.17,-755.6990000000005,SN Ia,0.07
ZTF18aansqov,59362.699,ZTF18aansqov_VLASS2.2,59532.0,VLASS2.2,0.365,0.132,169.30099999999948,SN Ia,0.07
ZTF18aansqun,58298.619,ZTF18aansqun_VLASS1.2v2,58607.0,VLASS1.2v,0.321,0.107,308.3810000000012,SN Ia,0.05964
ZTF18aansqun,58298.619,ZTF18aansqun_VLASS2.2,59532.0,VLASS2.2,0.257,0.109,1233.3810000000012,SN Ia,0.05964
ZTF18aanxlcr,60032.809,ZTF18aanxlcr_VLASS1.1v2,58067.0,VLASS1.1v,0.203,0.097,-1965.809000000001,SN Ia,0.063
ZTF18aanxlcr,60032.809,ZTF18aanxlcr_VLASS2.1,59104.0,VLASS2.1,0.27,0.11,-928.8090000000012,SN Ia,0.063
ZTF18aanxlcr,60032.809,ZTF18aanxlcr_VLASS3.1,60012.0,VLASS3.1,0.289,0.137,-20.809000000001102,SN Ia,0.063
ZTF18aanygjk,58643.749,ZTF18aanygjk_VLASS1.1v2,58005.0,VLASS1.1v,0.279,0.122,-638.7490000000034,SN Ia,0.049
ZTF18aanygjk,58643.749,ZTF18aanygjk_VLASS2.1,59093.0,VLASS2.1,0.379,0.128,449.25099999999657,SN Ia,0.049
ZTF18aanygjk,58643.749,ZTF18aanygjk_VLASS3.1,59985.0,VLASS3.1,0.245,0.107,1341.2509999999966,SN Ia,0.049
ZTF18aaotzhu,58232.709,ZTF18aaotzhu_VLASS1.2v2,58573.0,VLASS1.2v,0.388,0.11,340.29099999999744,SN Ia,0.07
ZTF18aaotzhu,58232.709,ZTF18aaotzhu_VLASS2.2,59502.0,VLASS2.2,0.223,0.104,1269.2909999999974,SN Ia,0.07
ZTF18aaoufjt,58625.639,ZTF18aaoufjt_VLASS1.1v2,58097.0,VLASS1.1v,0.275,0.113,-528.6390000000029,SN Ia,0.0298
ZTF18aaoufjt,58625.639,ZTF18aaoufjt_VLASS2.1,59107.0,VLASS2.1,0.383,0.128,481.36099999999715,SN Ia,0.0298
ZTF18aaoufjt,58625.639,ZTF18aaoufjt_VLASS3.1,60026.0,VLASS3.1,0.29,0.089,1400.3609999999971,SN Ia,0.0298
ZTF18aaovbiy,58232.719,ZTF18aaovbiy_VLASS1.1v2,58028.0,VLASS1.1v,0.248,0.095,-204.71899999999732,SN Ia,0.08
ZTF18aaovbiy,58232.719,ZTF18aaovbiy_VLASS2.1,59131.0,VLASS2.1,0.352,0.131,898.2810000000027,SN Ia,0.08
ZTF18aaovbiy,58232.719,ZTF18aaovbiy_VLASS3.1,59966.0,VLASS3.1,0.282,0.127,1733.281000000003,SN Ia,0.08
ZTF18aaoxrup,58946.759,ZTF18aaoxrup_VLASS1.1v2,58042.0,VLASS1.1v,0.389,0.133,-904.7589999999982,SN Ia,0.06
ZTF18aaoxrup,58946.759,ZTF18aaoxrup_VLASS2.1,59093.0,VLASS2.1,0.421,0.132,146.2410000000018,SN Ia,0.06
ZTF18aaoxrup,58946.759,ZTF18aaoxrup_VLASS3.1,59985.0,VLASS3.1,0.28,0.113,1038.2410000000018,SN Ia,0.06
ZTF18aapgrxo,58274.769,ZTF18aapgrxo_VLASS1.1v2,58030.0,VLASS1.1v,0.311,0.123,-244.76900000000023,SLSN-I,0.267
ZTF18aapgrxo,58274.769,ZTF18aapgrxo_VLASS2.1,59074.0,VLASS2.1,0.309,0.135,799.2309999999998,SLSN-I,0.267
ZTF18aapgrxo,58274.769,ZTF18aapgrxo_VLASS3.1,60007.0,VLASS3.1,0.271,0.094,1732.2309999999998,SLSN-I,0.267
ZTF18aaphzut,58235.549,ZTF18aaphzut_VLASS1.2v2,58604.0,VLASS1.2v,0.46,0.166,368.451000000001,SN Ia,0.086
ZTF18aaphzut,58235.549,ZTF18aaphzut_VLASS2.2,59504.0,VLASS2.2,0.273,0.124,1268.451000000001,SN Ia,0.086
ZTF18aapictz,58244.569,ZTF18aapictz_VLASS1.2v2,58585.0,VLASS1.2v,0.413,0.179,340.43099999999686,SN Ia-91T,0.09
ZTF18aapictz,58244.569,ZTF18aapictz_VLASS2.2,59527.0,VLASS2.2,0.244,0.107,1282.4309999999969,SN Ia-91T,0.09
ZTF18aapifti,58266.579,ZTF18aapifti_VLASS1.2v2,58587.0,VLASS1.2v,0.373,0.136,320.4210000000021,SN IIP,0.0216
ZTF18aapifti,58266.579,ZTF18aapifti_VLASS2.2,59551.0,VLASS2.2,0.311,0.112,1284.421000000002,SN IIP,0.0216
ZTF18aaqcqvr,58247.659,ZTF18aaqcqvr_VLASS1.2v2,58588.0,VLASS1.2v,0.351,0.141,340.34100000000035,SN Ia,0.07
ZTF18aaqcqvr,58247.659,ZTF18aaqcqvr_VLASS2.2,59545.0,VLASS2.2,0.286,0.113,1297.3410000000003,SN Ia,0.07
ZTF18aaqcugm,58245.609,ZTF18aaqcugm_VLASS1.1v2,58076.0,VLASS1.1v,0.308,0.111,-169.60900000000402,SN Ia,0.06
ZTF18aaqcugm,58245.609,ZTF18aaqcugm_VLASS2.1,59063.0,VLASS2.1,0.388,0.166,817.390999999996,SN Ia,0.06
ZTF18aaqcugm,58245.609,ZTF18aaqcugm_VLASS3.1,59984.0,VLASS3.1,0.209,0.079,1738.390999999996,SN Ia,0.06
ZTF18aaqedfj,58232.649,ZTF18aaqedfj_VLASS1.1v2,58027.0,VLASS1.1v,0.314,0.128,-205.6489999999976,SN Ia,0.0623
ZTF18aaqedfj,58232.649,ZTF18aaqedfj_VLASS2.1,59098.0,VLASS2.1,0.479,0.146,865.3510000000024,SN Ia,0.0623
ZTF18aaqedfj,58232.649,ZTF18aaqedfj_VLASS3.1,60004.0,VLASS3.1,0.284,0.125,1771.3510000000024,SN Ia,0.0623
ZTF18aaqehoc,58245.659,ZTF18aaqehoc_VLASS1.2v2,58570.0,VLASS1.2v,0.287,0.121,324.34100000000035,SN Ia,0.0622
ZTF18aaqehoc,58245.659,ZTF18aaqehoc_VLASS2.2,59495.0,VLASS2.2,0.362,0.116,1249.3410000000003,SN Ia,0.0622
ZTF18aaqfqaa,58245.659,ZTF18aaqfqaa_VLASS1.1v2,58098.0,VLASS1.1v,0.239,0.114,-147.65899999999965,SN II,0.0218
ZTF18aaqfqaa,58245.659,ZTF18aaqfqaa_VLASS2.1,59067.0,VLASS2.1,0.338,0.134,821.3410000000003,SN II,0.0218
ZTF18aaqfqaa,58245.659,ZTF18aaqfqaa_VLASS3.1,60002.0,VLASS3.1,0.349,0.13,1756.3410000000003,SN II,0.0218
ZTF18aaqfziz,58238.679,ZTF18aaqfziz_VLASS1.2v2,58573.0,VLASS1.2v,0.481,0.173,334.3209999999963,SN Ia,0.054
ZTF18aaqfziz,58238.679,ZTF18aaqfziz_VLASS2.2,59502.0,VLASS2.2,0.382,0.119,1263.3209999999965,SN Ia,0.054
ZTF18aaqgadq,58245.649,ZTF18aaqgadq_VLASS1.2v2,58573.0,VLASS1.2v,0.409,0.144,327.3510000000024,SN Ia,0.0719
ZTF18aaqgadq,58245.649,ZTF18aaqgadq_VLASS2.2,59502.0,VLASS2.2,0.332,0.128,1256.3510000000024,SN Ia,0.0719
ZTF18aaqgbju,58232.719,ZTF18aaqgbju_VLASS1.1v2,58081.0,VLASS1.1v,0.393,0.118,-151.71899999999732,SN Ia,0.1
ZTF18aaqgbju,58232.719,ZTF18aaqgbju_VLASS2.1,59109.0,VLASS2.1,0.289,0.143,876.2810000000027,SN Ia,0.1
ZTF18aaqgbju,58232.719,ZTF18aaqgbju_VLASS3.1,59962.0,VLASS3.1,0.331,0.133,1729.281000000003,SN Ia,0.1
ZTF18aaqjhqz,58244.549,ZTF18aaqjhqz_VLASS1.2v2,58627.0,VLASS1.2v,0.467,0.146,382.451000000001,SN Ia,0.1
ZTF18aaqjhqz,58244.549,ZTF18aaqjhqz_VLASS2.2,59496.0,VLASS2.2,0.299,0.129,1251.451000000001,SN Ia,0.1
ZTF18aaqjovh,58238.619,ZTF18aaqjovh_VLASS1.2v2,58585.0,VLASS1.2v,0.274,0.093,346.3810000000012,SN Ic-BL,0.054
ZTF18aaqjovh,58238.619,ZTF18aaqjovh_VLASS2.2,59527.0,VLASS2.2,0.336,0.133,1288.3810000000012,SN Ic-BL,0.054
ZTF18aaqjqqc,60026.799,ZTF18aaqjqqc_VLASS1.1v2,58081.0,VLASS1.1v,0.31,0.104,-1945.798999999999,SN Ia,0.04915
ZTF18aaqjqqc,60026.799,ZTF18aaqjqqc_VLASS2.1,59098.0,VLASS2.1,0.373,0.172,-928.7989999999992,SN Ia,0.04915
ZTF18aaqjqqc,60026.799,ZTF18aaqjqqc_VLASS3.1,59987.0,VLASS3.1,0.372,0.125,-39.79899999999907,SN Ia,0.04915
ZTF18aaqkcso,58618.609,ZTF18aaqkcso_VLASS1.1v2,58040.0,VLASS1.1v,0.508,0.138,-578.609000000004,SN Ia,0.02
ZTF18aaqkcso,58618.609,ZTF18aaqkcso_VLASS2.1,59108.0,VLASS2.1,0.381,0.122,489.390999999996,SN Ia,0.02
ZTF18aaqkcso,58618.609,ZTF18aaqkcso_VLASS3.1,60014.0,VLASS3.1,0.297,0.124,1395.390999999996,SN Ia,0.02
ZTF18aaqkdwu,58602.639,ZTF18aaqkdwu_VLASS1.2v2,58561.0,VLASS1.2v,0.291,0.115,-41.63900000000285,SN II,0.06037
ZTF18aaqkdwu,58602.639,ZTF18aaqkdwu_VLASS2.2,59540.0,VLASS2.2,0.291,0.123,937.3609999999971,SN II,0.06037
ZTF18aaqkjuw,58419.889,ZTF18aaqkjuw_VLASS1.1v2,58019.0,VLASS1.1v,0.39,0.123,-400.88900000000285,SN Ia,0.0966
ZTF18aaqkjuw,58419.889,ZTF18aaqkjuw_VLASS2.1,59063.0,VLASS2.1,0.36,0.177,643.1109999999971,SN Ia,0.0966
ZTF18aaqkjuw,58419.889,ZTF18aaqkjuw_VLASS3.1,59984.0,VLASS3.1,0.32,0.108,1564.1109999999971,SN Ia,0.0966
ZTF18aaqkoyr,58256.629,ZTF18aaqkoyr_VLASS1.2v2,58612.0,VLASS1.2v,0.347,0.136,355.3709999999992,SN II,0.02389
ZTF18aaqkoyr,58256.629,ZTF18aaqkoyr_VLASS2.2,59540.0,VLASS2.2,0.347,0.147,1283.3709999999992,SN II,0.02389
ZTF18aaqkqxi,58238.619,ZTF18aaqkqxi_VLASS1.2v2,58606.0,VLASS1.2v,0.566,0.182,367.3810000000012,SN Ia,0.0761
ZTF18aaqkqxi,58238.619,ZTF18aaqkqxi_VLASS2.2,59529.0,VLASS2.2,0.397,0.138,1290.3810000000012,SN Ia,0.0761
ZTF18aaqldvl,59712.679,ZTF18aaqldvl_VLASS1.1v2,58082.0,VLASS1.1v,0.293,0.102,-1630.6790000000035,SN Ia,0.063
ZTF18aaqldvl,59712.679,ZTF18aaqldvl_VLASS2.1,59131.0,VLASS2.1,0.233,0.105,-581.6790000000037,SN Ia,0.063
ZTF18aaqldvl,59712.679,ZTF18aaqldvl_VLASS3.1,59962.0,VLASS3.1,0.229,0.105,249.32099999999627,SN Ia,0.063
ZTF18aaqnxjb,59383.619,ZTF18aaqnxjb_VLASS1.1v2,58084.0,VLASS1.1v,0.341,0.133,-1299.6189999999988,SN Ia,0.05096
ZTF18aaqnxjb,59383.619,ZTF18aaqnxjb_VLASS2.1,59080.0,VLASS2.1,0.379,0.142,-303.6189999999988,SN Ia,0.05096
ZTF18aaqnxjb,59383.619,ZTF18aaqnxjb_VLASS3.1,59983.0,VLASS3.1,0.502,0.124,599.3810000000012,SN Ia,0.05096
ZTF18aaqpeoq,59703.809,ZTF18aaqpeoq_VLASS1.1v2,58007.0,VLASS1.1v,0.313,0.143,-1696.809000000001,SN Ia,0.07544
ZTF18aaqpeoq,59703.809,ZTF18aaqpeoq_VLASS2.1,59080.0,VLASS2.1,0.549,0.168,-623.8090000000011,SN Ia,0.07544
ZTF18aaqpeoq,59703.809,ZTF18aaqpeoq_VLASS3.1,59983.0,VLASS3.1,0.193,0.13,279.1909999999989,SN Ia,0.07544
ZTF18aaqpjja,58237.599,ZTF18aaqpjja_VLASS1.2v2,58610.0,VLASS1.2v,0.401,0.123,372.400999999998,SN Ia,0.06236
ZTF18aaqpjja,58237.599,ZTF18aaqpjja_VLASS2.2,59552.0,VLASS2.2,0.196,0.083,1314.400999999998,SN Ia,0.06236
ZTF18aaqpkvx,58237.599,ZTF18aaqpkvx_VLASS1.1v2,58038.0,VLASS1.1v,0.303,0.124,-199.599000000002,SN Ia,0.0842
ZTF18aaqpkvx,58237.599,ZTF18aaqpkvx_VLASS2.1,59065.0,VLASS2.1,0.332,0.152,827.400999999998,SN Ia,0.0842
ZTF18aaqpkvx,58237.599,ZTF18aaqpkvx_VLASS3.1,59961.0,VLASS3.1,0.285,0.126,1723.400999999998,SN Ia,0.0842
ZTF18aaqqhis,58247.599,ZTF18aaqqhis_VLASS1.2v2,58628.0,VLASS1.2v,0.345,0.156,380.400999999998,SN Ia,0.06
ZTF18aaqqhis,58247.599,ZTF18aaqqhis_VLASS2.2,59545.0,VLASS2.2,0.263,0.119,1297.400999999998,SN Ia,0.06
ZTF18aaqqoqs,58251.619,ZTF18aaqqoqs_VLASS1.2v2,58561.0,VLASS1.2v,0.232,0.113,309.3810000000012,SN Ia-91T,0.08
ZTF18aaqqoqs,58251.619,ZTF18aaqqoqs_VLASS2.2,59540.0,VLASS2.2,0.256,0.1,1288.3810000000012,SN Ia-91T,0.08
ZTF18aaqskoy,58245.799,ZTF18aaqskoy_VLASS1.1v2,58067.0,VLASS1.1v,0.297,0.101,-178.79899999999907,SN Ia,0.085
